Message ID,Status,Email Address,Subject,Tag,Date & Time,Bounce reason
d08ec2a0-6542-4166-a3ba-491990074a75,Processed,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-28 11:30:43 +1200,
502ce141-b5f5-41eb-81f4-f861be75c9f4,Opened,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-28 08:36:35 +1200,
4320765d-a2f9-4331-9107-3b19176528c7,Opened,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-28 08:36:35 +1200,
d322feef-d3c5-46d1-99d0-201a72508a87,Opened,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-28 08:36:35 +1200,
5730af46-bc5e-4d2f-b96d-24ac0a6ce3e3,Opened,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-28 08:36:35 +1200,
e2b3a617-12f4-40fe-9927-f21f29ba97e9,Delivered,papamoa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-27 22:16:39 +1200,
e2b3a617-12f4-40fe-9927-f21f29ba97e9,Processed,papamoa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-27 22:16:35 +1200,
502ce141-b5f5-41eb-81f4-f861be75c9f4,Delivered,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-27 21:31:53 +1200,
502ce141-b5f5-41eb-81f4-f861be75c9f4,Processed,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-27 21:31:49 +1200,
4320765d-a2f9-4331-9107-3b19176528c7,Delivered,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-27 17:14:15 +1200,
4320765d-a2f9-4331-9107-3b19176528c7,Processed,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-27 17:14:10 +1200,
56d9ee3c-77a8-4230-aa65-563b777a100e,Delivered,maungatapu@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-27 14:41:46 +1200,
56d9ee3c-77a8-4230-aa65-563b777a100e,Processed,maungatapu@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-27 14:41:41 +1200,
d3a41a2c-ffb3-4493-b8e1-b5fd52b42736,Opened,office@ikindergartens.nz,New contact submission from 'Arianne Wharepapa ' to 'Office',"",2026-05-27 13:30:57 +1200,
b617f8f1-af32-4a77-8d5c-736a85baaeb5,Opened,office@ikindergartens.nz,New contact submission from 'Frances ORourke' to 'Office',"",2026-05-27 13:26:13 +1200,
cb6f1eaa-50b9-4549-84e9-33476ee45967,Opened,paengaroa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-27 10:53:02 +1200,
d322feef-d3c5-46d1-99d0-201a72508a87,Delivered,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-27 10:41:57 +1200,
d322feef-d3c5-46d1-99d0-201a72508a87,Processed,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-27 10:41:52 +1200,
cb6f1eaa-50b9-4549-84e9-33476ee45967,Delivered,paengaroa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-27 08:10:55 +1200,
cb6f1eaa-50b9-4549-84e9-33476ee45967,Processed,paengaroa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-27 08:10:51 +1200,
5730af46-bc5e-4d2f-b96d-24ac0a6ce3e3,Delivered,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-27 01:22:02 +1200,
5730af46-bc5e-4d2f-b96d-24ac0a6ce3e3,Processed,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-27 01:21:57 +1200,
cda929a3-5f2d-41a5-ac3b-e8306efbe1ac,Opened,gwenrogers@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-26 09:41:54 +1200,
d3a41a2c-ffb3-4493-b8e1-b5fd52b42736,Delivered,office@ikindergartens.nz,New contact submission from 'Arianne Wharepapa ' to 'Office',"",2026-05-26 09:15:07 +1200,
d3a41a2c-ffb3-4493-b8e1-b5fd52b42736,Processed,office@ikindergartens.nz,New contact submission from 'Arianne Wharepapa ' to 'Office',,2026-05-26 09:15:03 +1200,
01e247a9-b350-45c1-99d2-c429ba847306,Delivered,papamoa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-26 09:13:33 +1200,
01e247a9-b350-45c1-99d2-c429ba847306,Processed,papamoa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-26 09:13:29 +1200,
b08391d8-ed0b-4927-a6e6-a473ef3d0c20,Opened,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-26 08:15:30 +1200,
7bb8679a-a871-4394-9710-178c4e92ace5,Delivered,otumoetai@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-25 18:52:50 +1200,
7bb8679a-a871-4394-9710-178c4e92ace5,Processed,otumoetai@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-25 18:52:45 +1200,
035cfb26-9c11-47f9-841d-351f1f85143a,Delivered,papamoa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-25 18:27:07 +1200,
035cfb26-9c11-47f9-841d-351f1f85143a,Processed,papamoa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-25 18:27:03 +1200,
b08391d8-ed0b-4927-a6e6-a473ef3d0c20,Delivered,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-25 18:25:02 +1200,
b08391d8-ed0b-4927-a6e6-a473ef3d0c20,Processed,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-25 18:24:57 +1200,
cda929a3-5f2d-41a5-ac3b-e8306efbe1ac,Delivered,gwenrogers@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-25 17:03:11 +1200,
cda929a3-5f2d-41a5-ac3b-e8306efbe1ac,Processed,gwenrogers@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-25 17:03:07 +1200,
2f3a34c4-0061-478a-8d8d-e2e47133e8ec,Opened,arataki@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-25 14:58:29 +1200,
2f3a34c4-0061-478a-8d8d-e2e47133e8ec,Delivered,arataki@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-25 14:19:36 +1200,
2f3a34c4-0061-478a-8d8d-e2e47133e8ec,Processed,arataki@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-25 14:19:31 +1200,
5751dd67-5c7a-48aa-b23d-50dca19b5bc7,Opened,opeys@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-25 12:41:47 +1200,
5751dd67-5c7a-48aa-b23d-50dca19b5bc7,Delivered,opeys@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-25 11:58:26 +1200,
5751dd67-5c7a-48aa-b23d-50dca19b5bc7,Processed,opeys@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-25 11:58:22 +1200,
b617f8f1-af32-4a77-8d5c-736a85baaeb5,Delivered,office@ikindergartens.nz,New contact submission from 'Frances ORourke' to 'Office',"",2026-05-24 05:41:02 +1200,
b617f8f1-af32-4a77-8d5c-736a85baaeb5,Processed,office@ikindergartens.nz,New contact submission from 'Frances ORourke' to 'Office',,2026-05-24 05:40:58 +1200,
c2567dc3-fda1-418e-8f56-a1664159595f,Delivered,matua@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-23 20:06:33 +1200,
c2567dc3-fda1-418e-8f56-a1664159595f,Processed,matua@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-23 20:06:29 +1200,
e187abe2-d174-454c-9bda-2c93e120c9d9,Opened,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-22 16:27:01 +1200,
e187abe2-d174-454c-9bda-2c93e120c9d9,Delivered,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-22 16:01:35 +1200,
e187abe2-d174-454c-9bda-2c93e120c9d9,Processed,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-22 16:01:28 +1200,
72315197-b284-43e7-be34-345e20fad839,Delivered,whangamata@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-22 12:58:39 +1200,
72315197-b284-43e7-be34-345e20fad839,Processed,whangamata@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-22 12:58:34 +1200,
e4a85205-33af-4e14-bb5f-5dca0f36f05b,Delivered,peter.monteith@ikindergartens.nz,New contact submission from 'Judith Wehrle' to 'Peter Monteith',"",2026-05-22 05:21:47 +1200,
e4a85205-33af-4e14-bb5f-5dca0f36f05b,Processed,peter.monteith@ikindergartens.nz,New contact submission from 'Judith Wehrle' to 'Peter Monteith',,2026-05-22 05:21:42 +1200,
d6cec1af-48de-41cc-8bf5-a92a25707586,Delivered,office@ikindergartens.nz,New contact submission from 'Heather Rielly' to 'Office',"",2026-05-21 15:30:50 +1200,
d6cec1af-48de-41cc-8bf5-a92a25707586,Processed,office@ikindergartens.nz,New contact submission from 'Heather Rielly' to 'Office',,2026-05-21 15:30:44 +1200,
8659e236-c1f4-4137-8719-e9a26ec7da84,Delivered,otumoetai@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-21 12:40:23 +1200,
8659e236-c1f4-4137-8719-e9a26ec7da84,Processed,otumoetai@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-21 12:40:19 +1200,
47cf1f90-7c8c-4679-98d9-0bbffb80b42a,Delivered,otumoetai@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-21 12:39:58 +1200,
47cf1f90-7c8c-4679-98d9-0bbffb80b42a,Processed,otumoetai@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-21 12:39:53 +1200,
b08e91f4-b4a2-4c48-80bc-59791694c67f,Opened,peter.monteith@ikindergartens.nz,New contact submission from 'Senka Bosnyak' to 'Peter Monteith',"",2026-05-21 10:58:49 +1200,
6fa65c12-a65a-4fb1-bedd-cb8e12b8cb35,Opened,gwenrogers@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-21 09:56:15 +1200,
69d70fee-b7ea-458f-a87c-052c92d0db13,Opened,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-21 08:48:55 +1200,
b08e91f4-b4a2-4c48-80bc-59791694c67f,Delivered,peter.monteith@ikindergartens.nz,New contact submission from 'Senka Bosnyak' to 'Peter Monteith',"",2026-05-21 06:39:43 +1200,
b08e91f4-b4a2-4c48-80bc-59791694c67f,Processed,peter.monteith@ikindergartens.nz,New contact submission from 'Senka Bosnyak' to 'Peter Monteith',,2026-05-21 06:39:39 +1200,
6fa65c12-a65a-4fb1-bedd-cb8e12b8cb35,Delivered,gwenrogers@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-21 06:37:25 +1200,
6fa65c12-a65a-4fb1-bedd-cb8e12b8cb35,Processed,gwenrogers@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-21 06:37:21 +1200,
ea8f788d-3266-4a45-8dd7-269ee710ce4a,Opened,arataki@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-20 19:57:14 +1200,
ea8f788d-3266-4a45-8dd7-269ee710ce4a,Delivered,arataki@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-20 19:26:49 +1200,
ea8f788d-3266-4a45-8dd7-269ee710ce4a,Processed,arataki@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-20 19:26:45 +1200,
634e194f-c122-41af-8f18-e0d5a72233c9,Delivered,office@ikindergartens.nz,New contact submission from 'Daisy Moorehead' to 'Kate Quirk',"",2026-05-20 13:24:38 +1200,
634e194f-c122-41af-8f18-e0d5a72233c9,Processed,office@ikindergartens.nz,New contact submission from 'Daisy Moorehead' to 'Kate Quirk',,2026-05-20 13:24:33 +1200,
36400883-84ac-43e5-a928-e40e0e7a4d95,Opened,robyn.cousins@ikindergartens.nz,New contact submission from 'Jenna Thomsen' to 'Robyn Cousins',"",2026-05-20 12:30:08 +1200,
36400883-84ac-43e5-a928-e40e0e7a4d95,Delivered,robyn.cousins@ikindergartens.nz,New contact submission from 'Jenna Thomsen' to 'Robyn Cousins',"",2026-05-20 12:10:28 +1200,
36400883-84ac-43e5-a928-e40e0e7a4d95,Processed,robyn.cousins@ikindergartens.nz,New contact submission from 'Jenna Thomsen' to 'Robyn Cousins',,2026-05-20 12:10:23 +1200,
729d59fd-9df7-4029-bf87-cce064ed63c3,Delivered,matua@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-20 07:51:23 +1200,
729d59fd-9df7-4029-bf87-cce064ed63c3,Processed,matua@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-20 07:51:18 +1200,
317322b3-d5d1-4574-8406-fefcad721388,Delivered,opeys@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-19 10:14:05 +1200,
317322b3-d5d1-4574-8406-fefcad721388,Processed,opeys@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-19 10:14:00 +1200,
21923bf5-2439-4c85-8005-a1af2b0d6668,Delivered,office@ikindergartens.nz,New contact submission from 'Eric Jones' to 'Kate Quirk',"",2026-05-19 01:19:13 +1200,
21923bf5-2439-4c85-8005-a1af2b0d6668,Processed,office@ikindergartens.nz,New contact submission from 'Eric Jones' to 'Kate Quirk',,2026-05-19 01:19:08 +1200,
69d70fee-b7ea-458f-a87c-052c92d0db13,Delivered,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-18 18:47:02 +1200,
69d70fee-b7ea-458f-a87c-052c92d0db13,Processed,avenues@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-18 18:46:57 +1200,
feabcb0b-98ca-4658-8a89-3891fcabb74e,Delivered,papamoa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-18 15:09:11 +1200,
feabcb0b-98ca-4658-8a89-3891fcabb74e,Processed,papamoa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-18 15:09:06 +1200,
e257fee6-b94e-4dde-b078-a325f56bdf10,Opened,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-18 14:06:17 +1200,
e257fee6-b94e-4dde-b078-a325f56bdf10,Delivered,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-18 13:32:33 +1200,
e257fee6-b94e-4dde-b078-a325f56bdf10,Processed,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-18 13:32:28 +1200,
88fa29cb-1b51-4feb-9d83-8fe11d288f05,Opened,tepuna@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-18 12:50:46 +1200,
4d61e55b-1458-4ddd-8a12-b9bace17aa89,Opened,office@ikindergartens.nz,New contact submission from 'Krystle Hodder' to 'Office',"",2026-05-18 11:18:53 +1200,
7d0c92f0-2a72-49a2-8870-7743875e5e9d,Opened,office@ikindergartens.nz,New contact submission from 'Ruby Keane' to 'Office',"",2026-05-18 11:17:04 +1200,
4d61e55b-1458-4ddd-8a12-b9bace17aa89,Delivered,office@ikindergartens.nz,New contact submission from 'Krystle Hodder' to 'Office',"",2026-05-18 10:53:30 +1200,
4d61e55b-1458-4ddd-8a12-b9bace17aa89,Processed,office@ikindergartens.nz,New contact submission from 'Krystle Hodder' to 'Office',,2026-05-18 10:53:26 +1200,
4bc5f109-5495-4008-b6fa-3d82b21b9f3d,Opened,welcomebay@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-18 10:52:03 +1200,
4bc5f109-5495-4008-b6fa-3d82b21b9f3d,Delivered,welcomebay@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-18 10:50:28 +1200,
4bc5f109-5495-4008-b6fa-3d82b21b9f3d,Processed,welcomebay@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-18 10:50:24 +1200,
bca3a0db-7bb1-4496-9923-26f80fab7904,Opened,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-18 10:35:43 +1200,
077f9709-2b73-47b1-9b24-f0f2fd29a6ba,Opened,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-18 10:35:38 +1200,
3b27afb6-a5cc-4e8d-951d-3f9ec8d60cb1,Opened,robyn.cousins@ikindergartens.nz,New contact submission from 'Tessa Wagner' to 'Robyn Cousins',"",2026-05-18 10:05:13 +1200,
3b27afb6-a5cc-4e8d-951d-3f9ec8d60cb1,Delivered,robyn.cousins@ikindergartens.nz,New contact submission from 'Tessa Wagner' to 'Robyn Cousins',"",2026-05-18 06:37:36 +1200,
3b27afb6-a5cc-4e8d-951d-3f9ec8d60cb1,Processed,robyn.cousins@ikindergartens.nz,New contact submission from 'Tessa Wagner' to 'Robyn Cousins',,2026-05-18 06:37:32 +1200,
177bc9ef-ddac-4174-bb24-098641f52643,Delivered,papamoa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-17 16:06:33 +1200,
177bc9ef-ddac-4174-bb24-098641f52643,Processed,papamoa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-17 16:06:29 +1200,
88fa29cb-1b51-4feb-9d83-8fe11d288f05,Delivered,tepuna@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-17 14:47:40 +1200,
88fa29cb-1b51-4feb-9d83-8fe11d288f05,Processed,tepuna@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-17 14:47:35 +1200,
88bee909-dba8-45b8-b360-43962a2fdb6f,Delivered,tepuke@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-17 14:01:28 +1200,
88bee909-dba8-45b8-b360-43962a2fdb6f,Processed,tepuke@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-17 14:01:24 +1200,
7d0c92f0-2a72-49a2-8870-7743875e5e9d,Delivered,office@ikindergartens.nz,New contact submission from 'Ruby Keane' to 'Office',"",2026-05-17 13:58:09 +1200,
7d0c92f0-2a72-49a2-8870-7743875e5e9d,Processed,office@ikindergartens.nz,New contact submission from 'Ruby Keane' to 'Office',,2026-05-17 13:58:05 +1200,
bca3a0db-7bb1-4496-9923-26f80fab7904,Delivered,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-16 12:41:50 +1200,
bca3a0db-7bb1-4496-9923-26f80fab7904,Processed,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-16 12:41:46 +1200,
64bfc6ae-3a08-494e-a0de-5ff51eba261b,Delivered,office@ikindergartens.nz,New contact submission from 'Holly Hansen' to 'Office',"",2026-05-16 11:58:06 +1200,
64bfc6ae-3a08-494e-a0de-5ff51eba261b,Processed,office@ikindergartens.nz,New contact submission from 'Holly Hansen' to 'Office',,2026-05-16 11:58:01 +1200,
077f9709-2b73-47b1-9b24-f0f2fd29a6ba,Delivered,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-15 20:14:23 +1200,
077f9709-2b73-47b1-9b24-f0f2fd29a6ba,Processed,papamoacoast@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-15 20:14:19 +1200,
8a7b294a-3449-4c40-b337-fa34d78c8fac,Opened,robyn.cousins@ikindergartens.nz,New contact submission from 'Belinda McCallion' to 'Robyn Cousins',"",2026-05-15 11:55:16 +1200,
8a7b294a-3449-4c40-b337-fa34d78c8fac,Delivered,robyn.cousins@ikindergartens.nz,New contact submission from 'Belinda McCallion' to 'Robyn Cousins',"",2026-05-15 09:47:33 +1200,
8a7b294a-3449-4c40-b337-fa34d78c8fac,Processed,robyn.cousins@ikindergartens.nz,New contact submission from 'Belinda McCallion' to 'Robyn Cousins',,2026-05-15 09:47:29 +1200,
badf84bb-e18e-4c73-9d1c-13c783c7b68b,Opened,arataki@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-15 06:25:20 +1200,
badf84bb-e18e-4c73-9d1c-13c783c7b68b,Delivered,arataki@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-14 23:19:08 +1200,
badf84bb-e18e-4c73-9d1c-13c783c7b68b,Processed,arataki@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,,2026-05-14 23:19:03 +1200,
d2f829e3-9069-473f-b345-c5a8b8b087f8,Delivered,papamoa@ikindergartens.nz,New enrolment enquiry submission for Inspired Kindergartens,"",2026-05-14 19:40:28 +1200,
